"id","cv","psup","psup_short","pltsup","pltsup_short","pmem","female","agecat","edu","edu4","job","pref","hdist","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","policy24","policy25","policy38","policy39","policy41"
144,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,8,2,1,1,5,1,2,2,1,2,2,4,2,4,3,5,4,4,1,2,3,4,3,2,3
145,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,8,3,1,2,2,2,1,2,3,2,3,2,3,2,2,3,3,4,3,4,3,3,3,2,2
146,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,8,3,2,3,3,4,2,2,3,3,1,2,2,4,5,5,2,4,4,3,2,4,1,4,3
147,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,8,3,1,1,4,1,1,1,1,1,1,4,4,3,3,5,5,3,1,4,3,2,2,1,3
148,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,8,4,1,1,1,3,2,2,3,4,5,2,1,2,1,3,2,3,3,3,NA,5,3,1,3
149,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,8,4,3,3,3,2,2,2,2,3,3,2,3,3,3,3,2,2,3,3,3,3,2,2,3
150,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,8,4,1,1,4,1,1,1,1,1,2,4,2,2,2,5,5,1,1,5,5,5,1,1,4
151,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,8,5,2,2,1,3,1,2,3,2,5,2,2,1,1,3,3,4,3,3,3,2,3,2,3
152,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,8,5,3,3,1,5,1,3,5,3,5,1,2,3,4,3,1,1,2,5,3,2,1,4,3
153,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,8,5,1,1,3,1,1,1,1,1,1,3,3,4,4,5,4,1,1,3,3,4,1,2,5
154,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,8,6,1,1,2,3,1,2,2,1,3,3,1,1,1,2,5,3,3,2,3,3,4,3,3
155,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,8,6,3,3,1,5,4,3,4,4,5,2,2,1,4,3,1,1,3,5,5,3,1,5,2
156,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,8,6,1,1,3,1,3,1,1,1,3,3,3,3,3,5,3,3,1,4,5,3,1,3,3
157,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,1,NA,NA,NA,NA,8,7,1,2,2,3,1,2,1,1,4,1,2,1,3,2,3,5,5,2,2,5,3,1,3
158,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,8,7,3,5,1,4,1,3,3,3,5,2,5,3,5,2,2,1,2,2,3,5,1,5,3
159,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,8,7,1,1,1,1,1,2,1,2,2,3,3,3,3,5,5,1,1,4,3,5,2,1,4
160,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,8,7,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,5,NA,5,NA
161,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,9,1,1,2,1,4,1,2,2,2,4,3,2,2,2,2,4,3,2,3,3,4,2,2,3
162,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,9,1,3,3,1,3,2,3,5,4,5,2,3,3,4,5,1,1,3,5,3,2,1,2,2
163,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,9,1,5,5,1,5,2,2,5,5,5,1,2,3,4,5,1,1,2,5,5,1,1,5,3
164,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,9,1,1,1,5,1,1,1,1,3,2,4,3,3,4,5,3,3,1,3,3,4,3,2,3
165,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,9,2,1,2,1,4,1,2,2,2,4,3,2,1,2,3,3,4,3,2,3,2,3,1,2
166,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,9,2,4,4,1,4,1,3,5,4,5,1,3,1,4,5,3,2,3,4,3,2,1,5,2
167,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,9,2,1,1,3,1,2,1,1,1,2,5,2,2,4,5,5,1,1,2,4,5,1,1,4
168,"candidate","Your Party","YP",NA,NA,NA,0,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,9,3,1,1,4,1,1,1,1,1,1,4,2,2,4,5,5,1,1,2,5,5,1,5,4
170,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,9,4,2,3,1,2,1,2,3,3,3,2,1,2,1,2,3,3,3,3,2,3,5,1,3
171,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,9,4,2,1,1,3,1,2,5,2,4,2,4,4,4,4,1,2,2,2,3,4,4,4,3
172,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,9,4,1,1,2,1,1,1,1,1,1,4,2,3,3,5,3,1,1,1,5,3,2,1,3
173,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,9,4,1,2,3,1,1,2,1,2,4,2,3,2,4,2,2,5,4,4,2,5,4,4,4
174,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,9,5,1,2,2,2,1,2,2,1,4,3,3,1,2,2,2,3,3,3,3,3,1,3,3
175,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,9,5,3,3,1,3,1,1,5,3,5,1,5,2,5,5,1,4,3,3,4,3,1,4,2
176,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,9,5,1,1,2,1,1,1,1,1,1,3,3,1,3,5,5,3,1,2,4,5,1,1,3
177,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,10,1,1,1,3,3,1,2,1,1,4,4,1,1,1,1,2,5,3,3,4,5,3,1,3
178,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,10,1,1,1,1,2,1,1,2,2,3,3,2,2,3,4,2,3,4,4,3,2,1,5,3
179,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,10,1,5,5,1,5,2,5,5,5,5,2,3,2,5,5,2,1,2,5,4,2,3,5,3
180,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,10,1,1,1,1,1,1,1,1,3,1,3,3,1,2,5,3,2,1,3,3,3,3,1,4
181,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,10,1,2,3,1,3,5,3,5,5,3,2,1,3,1,3,1,5,4,1,1,5,1,3,2
182,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,10,2,1,2,1,2,1,1,2,1,3,3,2,1,1,1,2,5,3,2,3,1,1,1,3
183,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,10,2,1,2,1,2,1,2,1,2,3,3,3,2,3,4,2,2,2,1,3,3,1,5,3
184,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,10,2,1,1,3,1,1,1,1,2,1,3,2,4,3,5,5,2,1,2,3,4,4,1,4
185,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,10,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA
186,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,10,3,2,4,1,3,1,2,2,2,4,4,2,1,2,1,1,2,4,2,3,5,1,2,4
187,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,10,3,2,2,2,1,1,2,3,3,3,3,3,3,4,4,1,2,2,3,3,3,1,3,3
188,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,10,3,1,1,5,1,1,1,1,3,2,4,2,4,2,5,3,2,1,3,3,5,1,1,3
189,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,10,4,1,1,1,3,1,3,2,2,4,3,1,NA,2,1,4,3,3,2,3,4,3,1,3
190,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,10,4,3,3,2,5,2,2,2,2,4,2,3,3,3,4,1,3,3,2,2,3,1,5,2
191,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,10,4,1,1,3,1,3,1,1,1,2,5,3,4,2,5,5,1,1,3,5,1,2,2,4
192,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,1,NA,NA,NA,NA,10,5,2,4,1,4,1,3,2,4,4,2,2,1,1,2,4,3,2,4,3,4,4,2,2
193,"candidate","Social Democratic Party","SDP",NA,NA,NA,0,NA,NA,NA,NA,10,5,5,5,1,5,2,3,5,5,5,3,3,2,3,5,3,3,4,5,5,1,4,5,3
194,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,10,5,1,1,4,1,1,1,1,2,1,3,2,2,4,5,4,2,2,3,4,4,2,2,4
195,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,1,2,2,3,3,2,3,3,2,3,2,2,1,2,3,3,4,3,4,2,3,3,2,3
196,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,1,2,2,3,3,3,2,2,3,3,3,2,3,3,3,1,3,3,4,4,4,1,2,2
197,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,11,1,5,5,1,5,2,5,5,5,5,1,2,2,5,5,1,1,3,5,4,2,1,5,3
198,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,1,1,1,4,1,1,1,1,1,1,3,3,1,3,5,4,2,1,2,5,3,1,1,3
199,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,2,1,1,4,1,1,2,1,2,5,2,2,2,3,3,4,5,3,2,3,3,2,3,3
200,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,2,1,5,1,5,2,2,4,2,3,3,2,2,4,5,1,2,2,2,3,5,1,5,1
201,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,11,2,5,5,1,5,2,5,5,5,5,1,2,2,5,5,1,1,3,5,4,2,5,5,3
202,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,2,1,1,1,1,1,2,2,2,3,3,1,5,5,5,5,1,1,1,5,1,1,1,3
203,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,3,1,2,3,3,2,2,2,1,4,3,3,2,3,2,3,3,2,3,2,4,1,2,3
204,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,3,3,5,1,5,2,3,4,3,5,2,4,3,5,5,1,2,3,5,4,2,1,5,3
205,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,3,1,1,2,1,1,2,1,2,2,2,2,2,3,5,4,4,1,3,3,4,2,2,4
206,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,4,1,1,2,2,1,1,1,1,4,3,2,1,2,1,1,5,2,3,3,5,1,1,3
207,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,4,1,2,2,2,1,1,1,1,3,3,3,2,5,5,2,5,3,3,3,4,1,4,3
208,"candidate","Japanese Communist Party","JCP",NA,NA,NA,1,NA,NA,NA,NA,11,4,5,5,1,5,2,5,5,5,5,1,2,2,5,5,1,1,3,5,4,2,5,5,3
209,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,4,1,1,5,1,1,1,1,1,1,3,2,4,4,5,5,3,1,5,3,5,2,1,4
210,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,5,3,2,1,2,2,3,2,2,5,4,2,2,3,3,3,3,3,3,2,5,3,2,3
211,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,5,3,3,2,5,4,2,5,3,5,2,5,5,5,5,2,3,4,4,5,2,2,4,2
212,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,11,5,1,1,2,1,1,1,2,3,1,4,3,1,3,5,5,4,2,3,4,3,4,2,4
213,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,6,5,3,1,5,1,3,2,4,3,2,3,3,2,5,1,3,3,3,3,3,4,3,2
214,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,6,3,3,1,3,3,1,3,3,5,1,5,1,3,5,1,5,5,3,3,3,3,3,3
215,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,6,1,1,3,1,1,1,1,2,2,3,3,2,2,5,4,3,2,3,3,3,3,2,3
216,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,7,1,2,2,2,1,2,2,2,2,2,3,1,2,3,4,2,3,2,2,2,5,2,3
217,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,11,7,2,3,1,3,1,2,4,2,5,2,3,3,5,5,1,4,3,3,3,4,4,4,2
218,"candidate","Japanese Communist Party","JCP",NA,NA,NA,1,NA,NA,NA,NA,11,7,5,5,1,5,2,5,5,5,5,1,2,2,5,5,1,1,3,5,4,2,5,5,3
219,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,7,1,1,1,1,3,2,1,1,1,2,2,5,3,5,5,4,1,3,4,1,4,2,5
220,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,8,1,2,2,2,1,1,2,2,4,2,2,2,3,2,2,4,2,2,3,5,NA,4,3
222,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,8,2,3,1,3,1,2,3,3,4,3,4,2,5,5,1,3,3,4,3,3,2,5,3
223,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,11,8,5,5,1,5,3,5,5,5,5,1,3,3,5,5,2,1,3,5,5,1,3,5,3
224,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,8,1,1,2,1,1,1,1,1,2,3,3,4,3,5,4,3,2,3,3,4,2,2,4
225,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,9,1,1,3,2,1,3,2,2,3,2,3,2,3,2,3,3,2,3,3,3,2,2,2
226,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,9,2,3,1,5,5,3,3,3,4,2,5,5,5,3,1,1,2,3,4,4,1,5,3
227,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,9,1,1,5,1,1,1,1,1,1,5,3,1,3,5,5,1,1,5,5,5,1,1,5
228,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,10,1,3,3,2,2,2,3,2,3,2,1,1,2,3,3,3,2,2,3,3,3,3,3
229,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,10,5,3,2,3,2,2,3,3,4,3,4,2,3,5,1,5,3,3,3,5,1,5,3
230,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,10,1,1,1,1,1,1,1,1,2,3,3,3,3,5,4,2,1,2,3,3,1,1,3
231,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,11,3,3,1,5,1,2,2,2,3,1,2,1,2,2,1,3,3,2,5,4,1,3,2
232,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,11,1,1,3,1,1,1,1,1,1,4,3,2,4,5,3,1,1,4,4,3,2,1,4
233,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,11,2,3,1,3,1,2,4,2,5,2,3,1,3,5,1,3,4,5,4,3,1,5,3
234,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,12,2,2,2,3,1,3,2,2,3,3,2,2,2,2,4,3,3,2,3,3,3,2,2
235,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,12,4,3,2,4,3,3,4,3,4,2,3,2,4,4,1,2,3,4,4,2,2,5,3
236,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,12,1,1,4,1,1,1,1,2,1,5,2,2,5,5,5,2,1,3,4,2,1,1,5
237,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,1,NA,NA,NA,NA,11,13,1,2,2,2,1,2,2,1,4,4,1,1,1,1,4,4,3,3,3,4,3,1,5
238,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,13,3,3,1,5,2,2,4,3,4,4,4,3,5,4,2,3,4,4,3,4,1,5,3
239,"candidate","Social Democratic Party","SDP",NA,NA,NA,0,NA,NA,NA,NA,11,13,5,5,1,5,5,5,5,5,5,2,3,2,4,5,5,1,3,5,5,1,1,5,3
240,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,11,13,1,1,5,1,1,1,1,1,1,3,5,1,5,5,5,1,1,5,3,5,5,3,4
241,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,11,13,1,3,1,3,1,3,3,3,5,2,2,2,3,3,4,3,2,4,3,3,1,3,1
242,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,14,1,1,2,2,1,1,1,1,4,3,1,1,1,3,3,4,3,2,3,4,4,2,3
243,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,14,2,3,1,3,3,3,3,2,5,3,3,4,4,3,1,3,3,3,4,3,3,5,2
244,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,11,14,1,1,1,1,1,1,1,2,1,2,1,NA,5,5,4,2,2,2,5,3,5,4,4
245,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,11,15,1,2,2,1,2,2,1,3,3,2,3,1,3,4,1,5,3,3,3,4,2,2,3
246,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,11,15,2,NA,3,2,2,3,3,3,3,4,4,4,5,2,1,2,2,3,3,5,1,5,5
247,"candidate","Japanese Communist Party","JCP",NA,NA,NA,1,NA,NA,NA,NA,11,15,5,5,1,5,2,5,5,5,5,1,2,2,5,5,1,1,3,5,3,2,2,5,3
248,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,11,15,1,1,3,1,3,2,1,1,2,2,2,4,3,5,5,3,1,2,5,5,1,1,3
249,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,1,1,2,2,2,1,2,2,1,3,3,1,1,1,3,3,4,3,2,2,5,3,1,3
250,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,1,3,3,1,4,1,3,4,1,4,3,3,3,5,4,3,2,3,2,3,4,1,4,3
251,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,12,1,5,5,1,5,2,5,5,5,5,1,2,2,5,5,1,1,4,5,5,1,5,5,3
252,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,12,1,1,1,5,1,2,1,1,1,1,3,3,4,3,5,5,2,1,3,5,3,2,1,5
253,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,1,NA,NA,NA,NA,12,2,3,2,1,3,3,2,2,2,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2
254,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,2,2,3,3,3,1,1,3,2,5,3,4,2,5,4,2,1,2,5,4,4,2,3,1
255,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,12,2,5,5,1,5,3,5,5,5,5,2,1,2,5,5,1,1,3,5,5,1,2,5,3
256,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,12,2,1,1,3,1,1,1,1,2,2,4,3,4,5,5,5,3,1,2,5,2,2,1,4
257,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,3,1,3,3,2,2,3,2,3,5,3,2,2,3,2,3,4,4,3,3,5,2,3,3
258,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,3,4,2,1,5,1,4,3,1,4,2,1,2,5,3,2,1,2,4,3,2,2,5,3
259,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,12,3,1,1,3,1,2,1,1,2,2,3,2,4,3,5,5,4,1,3,3,4,2,1,4
260,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,4,1,1,2,1,1,1,1,1,3,3,2,2,2,1,4,3,3,2,3,5,3,2,4
261,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,4,1,3,3,3,1,3,2,2,4,3,4,3,5,4,1,5,3,3,3,4,1,5,3
262,"candidate","Japanese Communist Party","JCP",NA,NA,NA,1,NA,NA,NA,NA,12,4,5,5,1,5,5,5,5,5,5,2,3,4,5,5,1,1,5,5,5,1,5,5,3
263,"candidate","Your Party","YP",NA,NA,NA,1,NA,NA,NA,NA,12,4,2,4,1,5,1,3,5,3,3,2,5,4,4,5,3,3,3,3,4,3,1,5,2
264,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,12,4,1,1,5,1,1,1,1,1,1,5,3,3,1,5,5,3,1,3,3,3,5,2,4
265,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,5,1,1,1,2,1,1,1,2,4,1,3,2,4,2,2,5,4,3,2,5,3,3,3
266,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,5,5,4,1,4,1,2,4,2,4,3,4,4,5,1,1,1,3,5,4,1,1,5,2
267,"candidate","Your Party","YP",NA,NA,NA,0,NA,NA,NA,NA,12,5,2,4,1,4,2,3,3,4,3,3,4,2,5,5,3,2,2,5,4,2,2,5,3
268,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,12,5,1,1,5,1,1,1,1,2,2,3,5,2,4,5,5,5,1,1,5,5,5,1,5
269,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,6,1,2,1,4,1,2,3,2,4,2,2,1,2,3,4,5,2,2,3,5,3,2,2
270,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,6,4,5,1,5,3,3,5,5,4,3,4,2,5,3,1,1,1,4,4,2,2,5,3
271,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,12,6,5,5,1,5,3,5,5,5,5,3,3,4,5,5,1,1,3,5,4,1,2,5,2
272,"candidate","Your Party","YP",NA,NA,NA,1,NA,NA,NA,NA,12,6,3,2,1,4,2,3,1,2,2,2,2,2,3,4,5,2,2,2,4,4,4,3,2
273,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,12,6,1,1,4,1,1,1,2,1,1,5,5,1,5,5,5,1,1,3,5,3,2,1,2
274,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,12,6,1,1,2,2,1,1,2,1,4,2,3,2,4,4,1,3,3,2,2,5,2,2,1
275,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,7,1,3,1,3,2,2,2,2,4,3,2,3,4,3,1,5,5,3,3,4,1,1,2
276,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,7,3,2,3,3,3,4,3,3,3,3,4,3,5,3,1,1,3,3,4,3,1,2,3
277,"candidate","Social Democratic Party","SDP",NA,NA,NA,1,NA,NA,NA,NA,12,7,5,5,1,5,3,4,5,5,5,2,4,4,5,4,1,1,2,5,4,2,1,2,3
278,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,12,7,1,1,3,1,2,1,1,2,2,3,2,4,3,5,5,3,1,3,3,3,2,1,4
279,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,8,1,1,4,1,1,2,1,1,4,3,3,1,4,2,4,5,2,3,2,1,4,2,3
280,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,8,3,3,1,4,2,3,4,3,3,2,4,4,5,2,1,1,2,5,3,4,2,4,2
281,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,12,8,5,5,1,5,5,5,5,5,5,1,2,2,5,5,1,1,2,5,5,1,1,5,3
282,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,12,8,1,1,3,1,1,1,1,1,2,5,1,NA,3,5,4,2,1,2,NA,4,2,1,4
283,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,9,1,NA,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,NA,4,5,NA,3,NA,5,NA,NA,NA
284,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,12,9,2,3,2,3,3,2,3,3,4,3,3,3,4,4,2,3,3,3,3,3,3,3,3
285,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,12,9,1,1,4,1,1,1,1,1,1,4,3,1,1,5,5,3,1,3,3,1,3,1,5
286,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,12,9,4,2,4,2,1,2,2,2,2,3,2,3,3,4,2,2,2,3,2,4,1,5,2
287,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,12,10,1,3,1,4,3,3,2,2,5,3,3,2,3,3,2,3,3,3,3,4,5,1,3
